ranker,player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
2200,Daniel Requena,es ESP,MF,Villarreal,es La Liga,20,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2201,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,19,2005,29,29,"2,543",28.3,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,Matches
2202,Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25,1999,36,32,"2,383",26.5,25,8,33,21,4,5,3,0,18.9,14.9,4.9,19.8,21,46,199,0.94,0.30,1.25,0.79,1.10,0.71,0.18,0.90,0.56,0.75,Matches
2203,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,26,1997,27,22,"1,785",19.8,1,1,2,1,0,0,8,0,1.4,1.4,1.1,2.5,31,94,82,0.05,0.05,0.10,0.05,0.10,0.07,0.05,0.13,0.07,0.13,Matches
2204,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,21,2002,16,3,350,3.9,2,0,2,2,0,0,3,0,0.2,0.2,0.2,0.4,5,22,19,0.51,0.00,0.51,0.51,0.51,0.04,0.06,0.10,0.04,0.10,Matches
2205,Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,21,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2206,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,24,1999,30,30,"2,700",30.0,1,1,2,1,0,0,10,0,1.6,1.6,0.4,2.0,25,178,8,0.03,0.03,0.07,0.03,0.07,0.05,0.01,0.07,0.05,0.07,Matches
2207,Samuele Ricci,it ITA,MF,Torino,it Serie A,22,2001,34,34,"2,825",31.4,1,1,2,1,0,0,8,1,1.3,1.3,0.6,1.8,43,116,30,0.03,0.03,0.06,0.03,0.06,0.04,0.02,0.06,0.04,0.06,Matches
2208,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,25,1999,35,33,"2,825",31.4,4,7,11,4,0,0,7,1,3.5,3.5,6.6,10.1,90,192,94,0.13,0.22,0.35,0.13,0.35,0.11,0.21,0.32,0.11,0.32,Matches
2209,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,24,2000,24,22,"1,922",21.4,1,0,1,1,0,0,4,1,1.4,1.4,0.1,1.5,6,39,2,0.05,0.00,0.05,0.05,0.05,0.06,0.00,0.07,0.06,0.07,Matches
2210,Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,22,2002,27,10,"1,099",12.2,1,1,2,1,0,0,6,0,0.9,0.9,0.6,1.5,19,47,31,0.08,0.08,0.16,0.08,0.16,0.07,0.05,0.12,0.07,0.12,Matches
2211,Richarlison,br BRA,FW,Tottenham,eng Premier League,27,1997,15,4,504,5.6,4,1,5,4,0,0,2,0,3.7,3.7,0.9,4.6,8,11,22,0.71,0.18,0.89,0.71,0.89,0.66,0.16,0.82,0.66,0.82,Matches
2212,Diego Rico,es ESP,DF,Getafe,es La Liga,31,1993,33,32,"2,819",31.3,0,3,3,0,0,0,9,1,0.4,0.4,2.7,3.1,27,136,84,0.00,0.10,0.10,0.00,0.10,0.01,0.09,0.10,0.01,0.10,Matches
2213,Fabian Rieder,ch SUI,"MF,FW",Stuttgart,de Bundesliga,22,2002,21,8,867,9.6,1,3,4,1,0,0,1,0,1.4,1.4,2.0,3.4,20,38,61,0.10,0.31,0.42,0.10,0.42,0.14,0.21,0.35,0.14,0.35,Matches
2214,Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,23,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2215,Luis Rioja,es ESP,FW,Alavés,es La Liga,30,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.57,0.00,0.57,Matches
2216,Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,30,1993,36,33,"2,831",31.5,5,3,8,3,2,2,6,0,3.3,1.7,4.5,6.2,93,103,228,0.16,0.10,0.25,0.10,0.19,0.10,0.14,0.25,0.05,0.20,Matches
2217,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,es La Liga,24,2000,16,4,516,5.7,0,1,1,0,0,0,0,0,0.9,0.9,0.8,1.7,43,24,62,0.00,0.17,0.17,0.00,0.17,0.16,0.14,0.30,0.16,0.30,Matches
2218,Alberto Risco,es ESP,"MF,FW",Getafe,es La Liga,18,2005,5,0,69,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,3,6,0.00,0.00,0.00,0.00,0.00,0.22,0.19,0.41,0.22,0.41,Matches
2219,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,28,1995,10,6,429,4.8,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,8,10,11,0.00,0.21,0.21,0.00,0.21,0.01,0.04,0.05,0.01,0.05,Matches
2220,Lars Ritzka,de GER,"DF,MF",St. Pauli,de Bundesliga,26,1998,21,11,922,10.2,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,8,21,34,0.10,0.00,0.10,0.10,0.10,0.04,0.02,0.06,0.04,0.06,Matches
2221,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,es La Liga,19,2004,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2222,Sergi Roberto,es ESP,MF,Como,it Serie A,32,1992,13,8,696,7.7,0,1,1,0,0,0,4,0,0.7,0.7,0.7,1.4,10,36,19,0.00,0.13,0.13,0.00,0.13,0.09,0.09,0.18,0.09,0.18,Matches
2223,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,30,1994,33,29,"2,482",27.6,0,1,1,0,0,0,3,1,1.2,1.2,4.6,5.8,64,176,108,0.00,0.04,0.04,0.00,0.04,0.04,0.17,0.21,0.04,0.21,Matches
2224,Antonee Robinson,us USA,DF,Fulham,eng Premier League,26,1997,36,35,"3,167",35.2,0,10,10,0,0,0,8,0,0.7,0.7,4.2,4.9,118,131,274,0.00,0.28,0.28,0.00,0.28,0.02,0.12,0.14,0.02,0.14,Matches
2225,Jay Robinson,eng ENG,"MF,FW",Southampton,eng Premier League,17,2007,4,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,3,1,10,0.00,0.00,0.00,0.00,0.00,0.03,0.44,0.47,0.03,0.47,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2226,Marc Roca,es ESP,MF,Betis,es La Liga,27,1996,14,11,906,10.1,2,2,4,2,0,0,4,0,1.1,1.1,1.0,2.1,11,59,13,0.20,0.20,0.40,0.20,0.40,0.11,0.10,0.21,0.11,0.21,Matches
2227,Rodri,es ESP,MF,Manchester City,eng Premier League,28,1996,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
2228,Rodri,es ESP,FW,Betis,es La Liga,24,2000,3,1,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,4,8,11,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.19,0.13,0.19,Matches
2229,Adrian Rodriguez,es ESP,GK,Alavés,es La Liga,23,2000,2,1,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2230,Alejandro Rodriguez,pt POR,MF,Lyon,fr Ligue 1,16,2008,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2231,Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20,2004,22,7,852,9.5,2,0,2,2,0,0,6,0,1.2,1.2,0.3,1.5,6,13,50,0.21,0.00,0.21,0.21,0.21,0.13,0.03,0.16,0.13,0.16,Matches
2232,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,26,1998,29,12,"1,330",14.8,1,4,5,1,0,0,6,1,2.1,2.1,2.2,4.3,24,60,66,0.07,0.27,0.34,0.07,0.34,0.14,0.15,0.29,0.14,0.29,Matches
2233,Arturo Rodríguez,es ESP,FW,Las Palmas,es La Liga,17,2006,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2234,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,21,2003,17,10,927,10.3,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.9,8,71,12,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches
2235,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,36,1988,37,26,"2,162",24.0,4,7,11,4,0,0,5,0,2.8,2.8,3.1,6.0,37,78,108,0.17,0.29,0.46,0.17,0.46,0.12,0.13,0.25,0.12,0.25,Matches
2236,Daniel Rodriguez,es ESP,FW,Barcelona,es La Liga,18,2005,1,1,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2,9,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
2237,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,30,1994,23,16,"1,149",12.8,0,1,1,0,0,0,6,0,0.2,0.2,0.2,0.4,4,33,7,0.00,0.08,0.08,0.00,0.08,0.02,0.01,0.03,0.02,0.03,Matches
2238,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,es La Liga,33,1991,6,1,140,1.6,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3,13,7,0.00,0.00,0.00,0.00,0.00,0.19,0.11,0.29,0.19,0.29,Matches
2239,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21,2003,36,26,"2,514",27.9,3,2,5,3,0,0,7,0,2.3,2.3,1.0,3.3,29,114,51,0.11,0.07,0.18,0.11,0.18,0.08,0.04,0.12,0.08,0.12,Matches
2240,Jesus Rodríguez,es ESP,FW,Betis,es La Liga,18,2005,21,15,"1,111",12.3,2,0,2,2,0,0,0,0,2.3,2.3,0.2,2.5,53,35,99,0.16,0.00,0.16,0.16,0.16,0.18,0.02,0.20,0.18,0.20,Matches
2241,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28,1996,21,21,"1,758",19.5,0,3,3,0,0,0,2,0,1.6,1.6,1.5,3.0,25,128,39,0.00,0.15,0.15,0.00,0.15,0.08,0.07,0.16,0.08,0.16,Matches
2242,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,31,1992,18,15,"1,274",14.2,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,19,63,32,0.00,0.07,0.07,0.00,0.07,0.01,0.03,0.04,0.01,0.04,Matches
2243,Rodrygo,br BRA,"FW,MF",Real Madrid,es La Liga,23,2001,30,22,"1,928",21.4,6,5,11,6,0,0,0,0,4.0,3.9,3.0,6.9,113,108,253,0.28,0.23,0.51,0.28,0.51,0.19,0.14,0.33,0.18,0.32,Matches
2244,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25,1999,19,11,"1,101",12.2,0,2,2,0,0,0,2,0,0.2,0.2,3.0,3.2,17,51,54,0.00,0.16,0.16,0.00,0.16,0.02,0.24,0.26,0.02,0.26,Matches
2245,Mads Roerslev,dk DEN,DF,Wolfsburg,de Bundesliga,25,1999,7,2,298,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,13,18,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2246,Morgan Rogers,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,2002,37,37,"3,114",34.6,8,10,18,8,0,0,10,0,6.6,6.6,7.8,14.4,114,123,188,0.23,0.29,0.52,0.23,0.52,0.19,0.23,0.42,0.19,0.42,Matches
2247,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22,2002,19,11,965,10.7,0,1,1,0,0,0,2,0,0.8,0.8,1.7,2.5,20,22,60,0.00,0.09,0.09,0.00,0.09,0.07,0.16,0.23,0.07,0.23,Matches
2248,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,29,1995,32,31,"2,672",29.7,2,0,2,2,0,0,4,2,2.4,2.4,0.3,2.6,8,90,4,0.07,0.00,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,Matches
2249,Leo Román,es ESP,GK,Mallorca,es La Liga,24,2000,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2250,Carlos Romero,es ESP,DF,Espanyol,es La Liga,22,2001,34,28,"2,554",28.4,2,1,3,2,0,0,7,0,2.0,2.0,2.1,4.2,50,64,113,0.07,0.04,0.11,0.07,0.11,0.07,0.07,0.15,0.07,0.15,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2251,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26,1998,18,18,"1,416",15.7,1,0,1,1,0,0,3,0,1.6,1.6,0.6,2.2,12,71,3,0.06,0.00,0.06,0.06,0.06,0.10,0.04,0.14,0.10,0.14,Matches
2252,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24,2000,31,26,"2,156",24.0,4,2,6,4,0,1,10,1,6.8,6.0,2.1,8.1,21,29,95,0.17,0.08,0.25,0.17,0.25,0.28,0.09,0.37,0.25,0.34,Matches
2253,Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,19,2004,6,2,199,2.2,0,0,0,0,0,1,0,0,0.8,0.0,0.2,0.2,3,0,12,0.00,0.00,0.00,0.00,0.00,0.37,0.08,0.45,0.01,0.09,Matches
2254,Oriol Romeu,es ESP,MF,Girona,es La Liga,32,1991,25,17,"1,356",15.1,0,0,0,0,0,0,5,0,0.1,0.1,0.3,0.4,22,73,8,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
2255,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,29,1994,25,17,"1,562",17.4,3,1,4,3,0,0,5,0,1.0,1.0,1.1,2.1,25,110,28,0.17,0.06,0.23,0.17,0.23,0.06,0.06,0.12,0.06,0.12,Matches
2256,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33,1991,36,34,"3,058",34.0,4,4,8,4,0,0,5,0,0.9,0.9,2.3,3.2,37,242,32,0.12,0.12,0.24,0.12,0.24,0.03,0.07,0.09,0.03,0.09,Matches
2257,Vitor Roque,br BRA,FW,Betis,es La Liga,19,2005,22,14,"1,235",13.7,4,0,4,4,0,0,4,0,6.1,6.1,1.2,7.3,24,17,57,0.29,0.00,0.29,0.29,0.29,0.44,0.09,0.53,0.44,0.53,Matches
2258,Pablo Rosario,do DOM,"MF,DF",Nice,fr Ligue 1,27,1997,29,21,"1,775",19.7,3,1,4,2,1,1,6,1,3.8,3.0,0.6,3.5,17,89,25,0.15,0.05,0.20,0.10,0.15,0.19,0.03,0.22,0.15,0.18,Matches
2259,Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,22,2002,26,21,"1,734",19.3,2,2,4,2,0,0,3,0,1.9,1.9,1.1,3.0,19,34,50,0.10,0.10,0.21,0.10,0.21,0.10,0.06,0.16,0.10,0.16,Matches
2260,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21,2003,25,13,"1,249",13.9,1,0,1,1,0,0,2,0,0.4,0.4,0.7,1.0,24,29,18,0.07,0.00,0.07,0.07,0.07,0.03,0.05,0.08,0.03,0.08,Matches
2261,Valentin Rosier,fr FRA,DF,Leganés,es La Liga,27,1996,32,28,"2,595",28.8,1,2,3,1,0,0,8,0,0.9,0.9,1.1,2.0,41,74,89,0.03,0.07,0.10,0.03,0.10,0.03,0.04,0.07,0.03,0.07,Matches
2262,Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,19,2004,26,19,"1,670",18.6,3,3,6,3,0,0,4,1,1.8,1.8,1.3,3.1,25,50,91,0.16,0.16,0.32,0.16,0.32,0.10,0.07,0.17,0.10,0.17,Matches
2263,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,23,2001,11,11,972,10.8,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.5,3,36,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
2264,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23,2001,18,14,"1,212",13.5,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.8,6,52,4,0.07,0.00,0.07,0.07,0.07,0.04,0.02,0.06,0.04,0.06,Matches
2265,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,20,2004,5,1,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2266,Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,de Bundesliga,31,1993,7,1,136,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,7,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
2267,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22,2001,33,31,"2,718",30.2,0,3,3,0,0,0,13,0,1.5,1.5,2.2,3.7,45,159,42,0.00,0.10,0.10,0.00,0.10,0.05,0.07,0.12,0.05,0.12,Matches
2268,Jonathan Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21,2003,28,6,807,9.0,3,3,6,3,0,0,2,0,3.5,3.5,4.5,8.0,30,31,96,0.33,0.33,0.67,0.33,0.67,0.39,0.50,0.89,0.39,0.89,Matches
2269,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30,1994,38,38,"3,406",37.8,1,3,4,1,0,0,2,0,2.9,2.9,1.1,3.9,30,188,2,0.03,0.08,0.11,0.03,0.11,0.08,0.03,0.10,0.08,0.10,Matches
2270,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,17,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.00,0.53,Matches
2271,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31,1993,29,26,"2,291",25.5,0,0,0,0,0,0,3,0,1.7,1.7,0.5,2.3,20,94,4,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
2272,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22,2002,30,19,"1,751",19.5,0,3,3,0,0,0,2,0,0.2,0.2,2.0,2.2,60,114,104,0.00,0.15,0.15,0.00,0.15,0.01,0.10,0.11,0.01,0.11,Matches
2273,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,28,1996,29,13,"1,313",14.6,1,3,4,1,0,0,5,0,0.9,0.9,2.4,3.3,21,50,64,0.07,0.21,0.27,0.07,0.27,0.06,0.17,0.23,0.06,0.23,Matches
2274,Abel Ruiz,es ESP,FW,Girona,es La Liga,24,2000,23,17,"1,346",15.0,4,0,4,3,1,2,3,0,4.6,3.0,0.5,3.5,21,23,71,0.27,0.00,0.27,0.20,0.20,0.31,0.03,0.34,0.20,0.23,Matches
2275,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2276,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28,1996,30,21,"1,923",21.4,4,5,9,4,0,0,1,0,4.3,4.3,4.7,9.0,47,205,92,0.19,0.23,0.42,0.19,0.42,0.20,0.22,0.42,0.20,0.42,Matches
2277,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32,1992,34,34,"3,060",34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2278,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22,2002,28,19,"1,656",18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,Matches
2279,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32,1992,14,14,"1,260",14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2280,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,26,1997,29,27,"2,259",25.1,2,3,5,2,0,0,6,1,0.7,0.7,4.5,5.2,66,92,136,0.08,0.12,0.20,0.08,0.20,0.03,0.18,0.21,0.03,0.21,Matches
2281,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31,1992,28,28,"2,520",28.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2282,José Sá,pt POR,GK,Wolves,eng Premier League,31,1993,29,29,"2,609",29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2283,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,24,1999,18,10,900,10.0,3,2,5,3,0,0,1,0,2.8,2.8,0.8,3.6,29,27,76,0.30,0.20,0.50,0.30,0.50,0.28,0.08,0.36,0.28,0.36,Matches
2284,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31,1993,22,20,"1,581",17.6,0,1,1,0,0,0,1,0,0.2,0.2,0.8,1.0,25,62,63,0.00,0.06,0.06,0.00,0.06,0.01,0.05,0.06,0.01,0.06,Matches
2285,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,26,1997,15,7,653,7.3,0,0,0,0,0,0,1,0,1.9,1.9,0.6,2.5,11,15,39,0.00,0.00,0.00,0.00,0.00,0.27,0.08,0.35,0.27,0.35,Matches
2286,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31,1993,34,23,"2,058",22.9,0,2,2,0,0,0,3,0,0.1,0.1,1.9,2.1,36,88,43,0.00,0.09,0.09,0.00,0.09,0.01,0.08,0.09,0.01,0.09,Matches
2287,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30,1994,26,18,"1,616",18.0,1,0,1,1,0,0,3,0,1.8,1.8,1.6,3.3,24,97,70,0.06,0.00,0.06,0.06,0.06,0.10,0.09,0.19,0.10,0.19,Matches
2288,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29,1995,16,14,"1,233",13.7,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,21,59,34,0.00,0.07,0.07,0.00,0.07,0.00,0.01,0.01,0.00,0.01,Matches
2289,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27,1997,16,9,825,9.2,5,0,5,5,0,0,4,0,3.4,3.4,0.7,4.1,9,7,49,0.55,0.00,0.55,0.55,0.55,0.37,0.08,0.45,0.37,0.45,Matches
2290,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27,1997,7,2,227,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,5,5,18,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15,Matches
2291,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25,1999,22,17,"1,389",15.4,7,3,10,7,0,0,4,0,2.5,2.5,2.6,5.1,39,53,136,0.45,0.19,0.65,0.45,0.65,0.16,0.17,0.33,0.16,0.33,Matches
2292,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,13,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
2293,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,27,1996,23,19,"1,690",18.8,1,0,1,1,0,0,4,1,1.3,1.3,0.1,1.4,5,36,2,0.05,0.00,0.05,0.05,0.05,0.07,0.01,0.07,0.07,0.07,Matches
2294,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25,1999,10,9,879,9.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2295,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25,1999,27,24,"2,141",23.8,2,0,2,2,0,0,10,0,0.7,0.7,0.6,1.3,13,51,3,0.08,0.00,0.08,0.08,0.08,0.03,0.03,0.06,0.03,0.06,Matches
2296,Richie Sagrado,be BEL,DF,Venezia,it Serie A,20,2004,3,3,140,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
2297,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23,2001,30,10,"1,293",14.4,3,3,6,3,0,0,1,0,2.9,2.9,3.6,6.5,69,89,159,0.21,0.21,0.42,0.21,0.42,0.20,0.25,0.45,0.20,0.45,Matches
